ID_SF,Spé_A,Spé_B,Spé_C,PT1Spé_A,PT1Spé_B,PT1Spé_C,PT1Anglais,PT2Spé_A,PT2Spé_B,PT2Spé_C,PT2Anglais,PT3Spé_A,PT3Spé_B,PT3Spé_C,PT3Anglais,PMoyenne,PSpé_A,PSpé_B,PMaths_Compl.,TT1Spé_A,TT1Spé_B,TT1Anglais,TT1Maths_Compl.,TT1Maths_Expertes,TT2Spé_A,TT2Spé_B,TT2Anglais,TT2Maths_Compl.,TT2Maths_Expertes,Tmoyenne,Ecrit_Français,Oral_Français,Moyenne_Bac_Français,Spé_abandonnée,Spé_abandonnée_note,Anglais1ère_Eval.,Anglais2ème_Eval.,Anglais3ème_Eval.,Moyenne_Bac,Bonus_Scientifique,Note_bac,complet_/_incomplet,Grand_Classé,Etape_de_jury,Précisions_Dossier,Note_Profil_Ecole,Vœux_EPITA,Vœux_ESME,Vœux_IPSA,Vœux_Sup'Biotech,Ecole_d'Oral,Campus_d'Oral,Jury_Advance,Méthode_de_travail,Autonomie,Engagement_citoyen,Capacité_à_s'investir,Niveau_de_la_classe,Avis_sur_la_capacité_à_réussir,Autres_éléments
0010800002swcF1AAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11.6,9.2,6.5,15,12,10.1,10.3,10.7,,,,,10.53,Mathématiques,Physique-Chimie,Non,6.91,8.14,11.2,,10.94,6.28,9.08,9.4,,12,8.338,11,11,11,Sciences_de_la_vie_et_de_la_Terre,9,14,,,9.857,Oui,9.451,Complet,Non,Validé,,4,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Assez_satisfaisante,Satisfaisante,Non,Assez_satisfaisante,Bon,Assez_satisfaisante,
0010800002swao2AAA,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,11.9,8.5,8.5,7.75,14,9,8.5,7.58,,,,,9.586,Mathématiques,Physique-Chimie,Non,7.2,11,8.44,,14,9.77,5.5,8.64,,11.25,8.415,9,9,9,Sciences_economiques_et_sociales,9,11,,,9,Oui,8.942,Complet,Non,Validé,,4,Paris,Paris;_Bordeaux;_Lille;_Cycle_anglophone,Paris,Paris,ESME,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Bon,Satisfaisante,"Elève_travailleur,_méritant._A_participé_à_un_module_de_préparation_aux_CPGE."
0010800002swb9HAAQ,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,9.7,9.17,7.5,10.52,8.7,7,3.2,9.05,,,,,7.993,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,4.2,7,10.29,,,3.2,8,6.93,,,6.421,10,10,10,Physique-Chimie,6,15,,,7.714,Oui,7.281,Complet,Non,Validé,,4,Paris,Paris,Paris,Paris,ESME,Paris,ESME,Assez_satisfaisante,Assez_satisfaisante,Oui,Peu_démontrée,Assez_bon,Peu_démontrée,
0010800002swanxAAA,Mathématiques,Numérique_et_Sciences_Informatiques,Physique-Chimie,6.88,11,9.56,10,10.4,18.07,13.2,17.75,,,,,11.99,Mathématiques,Numérique_et_Sciences_Informatiques,Non,12.38,15.23,16.6,,,13.71,14.06,18.2,,,14.815,11,11,11,Physique-Chimie,13,,,,12.143,Oui,13.166,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Toulouse,Paris;_Bordeaux;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Moyen,Satisfaisante,
0010800002swafuAAA,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,13.7,13.3,19,6.9,13.3,13.7,13.9,7.9,,,,,13.067,Mathématiques,Physique-Chimie,Non,15.7,9.6,11.1,,12.3,16.5,10.5,10.8,,9.8,12.495,10,10,10,Numérique_et_Sciences_Informatiques,17,6.5,,,14,Oui,13.118,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Très_bon,Satisfaisante,
0010800002swb8dAAA,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",10.5,16.14,14.3,16,12.5,10.78,14,17.33,,,,,13.762,Mathématiques,Physique-Chimie,Non,10,15.07,15.54,,,11.5,12.5,16.5,,,13.291,8,8,8,"Langues,_littératures_et_cultures_étrangères_et_régionales",15,18.5,,,12,Oui,13.045,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Toulouse,Paris;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,VisioConférence,VisioConférence,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Non,Satisfaisante,Très_bon,Satisfaisante,Du_sérieux_et_de_l'assiduité_dans_le_cadre_de_l'enseignement_à_distance_depuis_mars_2020._Grande_maîtrise_des_compétences_en_langues_vivantes.
0010800002swcOFAAY,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,12,15.5,15,13,17,15.5,11.5,17,,,,,14.533,Mathématiques,Physique-Chimie,Non,7,9.5,14,,,13,10.5,17,,,11.5,12,12,12,Sciences_de_l'ingénieur,14,10.5,,,13.143,Oui,12.903,Complet,Non,Validé,,5,,Paris,Paris,Paris,ESME,Paris,Indifférencié,Assez_satisfaisante,Satisfaisante,Non,Peu_démontrée,Très_bon,Satisfaisante,
0010800002swcIaAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.3,5.94,12.5,16.5,,,,,,,,,12.031,Mathématiques,Physique-Chimie,Non,13,11,14.83,,,,,,,,12.772,11,11,11,Sciences_de_la_vie_et_de_la_Terre,13,10.5,,,12.143,Oui,12.361,Complet,Non,Validé,,5,Paris,Paris,Paris,Paris,EPITA,Paris,EPITA,Peu_démontrée,Satisfaisante,Non,Assez_satisfaisante,Bon,Assez_satisfaisante,
0010800002swagIAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,12.7,11.7,12.9,17.3,11.4,10.2,10.3,15.6,,,,,12.517,Mathématiques,Physique-Chimie,Non,10,10,16.2,,9.3,11.8,9,13.7,,9.3,11.495,15,15,15,Sciences_de_la_vie_et_de_la_Terre,12,15,,,13.286,Oui,12.339,Complet,Non,Validé,,5,Paris;_Lyon;_Strasbourg;_Rennes,Paris;_Lille;_Lyon,,Paris,ESME,Lille,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Peu_démontrée,
0010800002swcC3AAI,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,12.9,12.38,13.3,8.95,,,,,,,,,12.078,Mathématiques,Physique-Chimie,Non,8.5,10.03,15.41,,7.22,,,,,,10.941,12,12,12,Numérique_et_Sciences_Informatiques,14,12.5,,,13.143,Oui,11.943,Complet,Non,Validé,,5,Paris,Paris;_Bordeaux;_Lille,,Paris,ESME,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,
0010800002swb2dAAA,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,10,10,,10,9,12,12.5,16,,,,,11.231,Mathématiques,Physique-Chimie,Non,9.7,11.24,15.45,,,11.5,9.93,17.27,,,12.165,11,11,11,Sciences_de_l'ingénieur,13,16.5,,,12.143,Oui,11.878,Complet,Non,Validé,,5,Paris;_Lyon,Paris;_Bordeaux;_Lyon,Paris;_Toulouse,Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Satisfaisante,
0010800002swax3AAA,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Physique-Chimie,12.36,11.1,12.92,13.33,10.73,13.4,9.15,10.12,,,,,11.633,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Non,10.06,15.3,11.44,,8.8,12.75,13.1,7.75,,10.1,11.928,12,12,12,Physique-Chimie,12,11,,,12,Oui,11.861,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,IPSA,Assez_satisfaisante,Assez_satisfaisante,Oui,Satisfaisante,Assez_bon,Assez_satisfaisante,"Elève_tuteur,_en_maths,_d'un_élève_de_2nde."
0010800002swb53AAA,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Sciences_de_la_vie_et_de_la_Terre,11.7,14.5,9.4,14.63,12.3,12,10.9,14.5,,,,,12.353,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Non,9.27,13.5,12.9,,8.9,,,,,,11.798,12,12,12,Sciences_de_la_vie_et_de_la_Terre,11,9,,,11.429,Oui,11.854,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Strasbourg,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,EPITA,Strasbourg,EPITA,Satisfaisante,Satisfaisante,Oui,Assez_satisfaisante,Très_bon,Assez_satisfaisante,"L'ensemble_des_résultats_demeurent_globalement_assez_satisfaisants_mais,_il_faudrait_plus_d'investissement_et_de_concentration_en_classe_pour_davantage_progresser."
0010800002swbJtAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9,14,14,18,,,,,,,,,13.467,Mathématiques,Physique-Chimie,Non,11.3,8.5,12.9,,,,,,,,10.718,10,10,10,Sciences_de_la_vie_et_de_la_Terre,13,17.5,,,11.714,Oui,11.842,Complet,Non,Validé,,5,,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Bon,Assez_satisfaisante,
0010800002swbRAAAY,Mathématiques,Numérique_et_Sciences_Informatiques,"Histoire-Géographie,_Géopolitique_et_Science_politiques",12.67,11.5,9.78,13.66,7.42,13.75,12.3,15.14,,,,,11.869,Mathématiques,Numérique_et_Sciences_Informatiques,Non,8.25,9.73,16.4,,10.5,8.42,11.48,14.58,,8.3,11.112,12,12,12,"Histoire-Géographie,_Géopolitique_et_Science_politiques",12,18.5,,,12,Oui,11.606,Complet,Non,Validé,,5,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,EPITA,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Assez_bon,Satisfaisante,Travail_et_résultats_satisfaisants._Elève_sérieux_et_motivé.
0010800002swcDWAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10.5,13.8,12,10.3,14.4,12.1,11.1,14.5,,,,,12.333,Mathématiques,Physique-Chimie,Non,11.4,12,12,,13,12,9,10.8,,8.2,11.182,10,10,10,Sciences_de_la_vie_et_de_la_Terre,12,8,,,11.143,Oui,11.516,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,IPSA,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Bon,Assez_satisfaisante,
0010800002swaiMAAQ,Mathématiques,Numérique_et_Sciences_Informatiques,Physique-Chimie,9,15,12,11,10,13,12,11,,,,,11.667,Mathématiques,Numérique_et_Sciences_Informatiques,Non,11.29,12.25,12.17,,12.5,5.65,12.21,10,,8.28,10.55,10,10,10,Physique-Chimie,12,12,,,11.143,Oui,11.063,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,EPITA,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Bon,Satisfaisante,
0010800002swaz0AAA,Mathématiques,Numérique_et_Sciences_Informatiques,Physique-Chimie,10,15,7.8,9.7,12.3,15.3,10.7,11.9,,,,,11.64,Mathématiques,Numérique_et_Sciences_Informatiques,Non,7.4,14.5,9.1,,13,9.3,13.5,12.8,,13.1,11.114,10,10,10,Physique-Chimie,10,8,,,10,Oui,10.938,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,EPITA,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Très_bon,Peu_démontrée,
0010800002swcNxAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10.7,12.2,6.7,9.7,12.6,12,13,11.5,,,,,11.08,Mathématiques,Physique-Chimie,Non,7.9,10.2,6.6,,,9.7,12.9,11.4,,,9.855,12,12,12,Sciences_de_la_vie_et_de_la_Terre,12,10.5,,,12,Oui,10.866,Complet,Non,Validé,,5,Paris;_Lyon;_Toulouse;_Rennes,Paris;_Lyon,Paris;_Toulouse,Paris;_Lyon,IPSA,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Moyen,Assez_satisfaisante,
0010800002swbqHAAQ,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,10.8,9.3,10.5,13.4,,,,,,,,,10.84,Mathématiques,Physique-Chimie,Non,11,10.1,11.4,,,,,,,,10.782,11,11,11,Sciences_de_l'ingénieur,11,8,,,11,Oui,10.865,Complet,Non,Validé,,5,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,EPITA_/_IPSA,Toulouse,Indifférencié,Assez_satisfaisante,Satisfaisante,Oui,Assez_satisfaisante,Très_bon,Assez_satisfaisante,
0010800002swcfGAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,7.7,6.5,12.2,12,,,,,,,,,9.44,Mathématiques,Physique-Chimie,Non,10,9.1,15.1,,,9.9,10.6,14.4,,,11.223,10,10,10,Sciences_de_la_vie_et_de_la_Terre,12,15,,,11.143,Oui,10.664,Complet,Non,Validé,,5,Paris,Paris,Paris,Paris,ESME,Paris,ESME,Peu_démontrée,Peu_démontrée,Oui,Peu_démontrée,Très_bon,Satisfaisante,
0010800002swakbAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,8.9,11.5,11,5.3,,12,13.1,7.5,,,,,10.169,Mathématiques,Physique-Chimie,Non,11.33,13.04,9,,,9.64,7,10,,,10.047,10,10,10,Sciences_de_la_vie_et_de_la_Terre,13,7.5,,,11.714,Oui,10.584,Complet,Non,Validé,,5,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris,IPSA,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Bon,Satisfaisante,
0010800002swbjiAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11.8,10.5,12.6,4.94,12.8,11.5,8.25,,,,,,10.541,Mathématiques,Physique-Chimie,Non,10.1,12.5,13.74,,12,9.42,9.68,10.79,,16.8,10.927,9,9,9,Sciences_de_la_vie_et_de_la_Terre,11,,,,10.143,Oui,10.576,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Moyen,Assez_satisfaisante,
0010800002swaejAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,15.3,9,7.45,10.03,,,,,,,,,10.473,Mathématiques,Physique-Chimie,Non,12.3,7.5,12.29,,,12.7,8.2,14.44,,,11.045,10,10,10,Sciences_de_la_vie_et_de_la_Terre,10,10,,,10,Oui,10.56,Complet,Non,Validé,,5,Lyon,Paris;_Bordeaux;_Lille;_Lyon,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,ESME,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Très_bon,Peu_démontrée,
0010800002swc8LAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9.5,13.4,8.5,11.2,13,11.5,10.7,9.1,,,,,10.91,Mathématiques,Physique-Chimie,Non,9.8,10.3,9.7,,,11.2,15,9.7,,,11.064,7,7,7,Sciences_de_la_vie_et_de_la_Terre,10,10,,,8.714,Oui,10.313,Complet,Non,Validé,,5,Paris,Paris,Paris,Paris,ESME,Paris,ESME,Peu_démontrée,Assez_satisfaisante,Non,Assez_satisfaisante,Très_bon,Satisfaisante,Ensemble_modeste_qui_cache_une_capacité_ponctuelle_de_très_bien_faire.
0010800002swcfuAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,8.8,9.5,8.4,14.7,11.3,8.6,11.2,15,,,,,10.677,Mathématiques,Physique-Chimie,Non,9.3,4.9,14.2,,5.9,6.8,7.4,17.6,,5.9,9.5,12,12,12,Sciences_de_la_vie_et_de_la_Terre,10,,,,10.857,Oui,10.26,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,EPITA,Assez_satisfaisante,Assez_satisfaisante,Oui,Satisfaisante,Très_bon,Assez_satisfaisante,"A_su,_malgré_les_difficultés,_maintenir_la_dynamique_de_travail._Est_capable_de_réussir_dans_les_filières_postulées."
0010800002swccBAAQ,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",8.1,9.3,14.6,14.9,,,,,,,,,11.513,Mathématiques,Physique-Chimie,Non,4.7,6.9,8.6,,,,,,,,6.564,13,13,13,"Langues,_littératures_et_cultures_étrangères_et_régionales",13,12.5,,,13,Oui,9.98,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,IPSA,Paris,Indifférencié,Satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Très_bon,Satisfaisante,Stage_de_seconde_dans_une_entreprise_''dans_la_data''.-Quelques_actions_de_bénévolat.
0010800002swcVmAAI,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,8.2,8.02,14.17,10.52,12.5,9.5,4.25,9.29,,,,,9.533,Mathématiques,Physique-Chimie,Non,13.5,8.8,7.88,,,10.69,8.9,8,,,9.782,10,10,10,Numérique_et_Sciences_Informatiques,10,10,,,10,Oui,9.773,Complet,Non,Validé,,5,Paris,Paris,Paris,Paris,ESME,Paris,Indifférencié,Assez_satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Assez_satisfaisante,
0010800002swcUjAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,4.4,11.7,7,13.4,5.3,7,8.4,12.7,,,,,8.45,Mathématiques,Physique-Chimie,Non,9,8,10.8,,,11.4,13.2,12,,,10.673,12,12,12,Sciences_de_la_vie_et_de_la_Terre,8,19.5,,,9.714,Oui,9.718,Complet,Non,Validé,,5,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,EPITA,Paris,EPITA,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Très_bon,Assez_satisfaisante,Des_problèmes_personnels_ont_empêché_Amastain_de_dévoiler_toutes_ses_capacités.
0010800002swbQoAAI,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Numérique_et_Sciences_Informatiques,6.5,9,9,12.23,6,7.5,10,9.31,,,,,8.554,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,12,10.5,10.5,,,8.5,9.82,9,,,10.081,9,9,9,Numérique_et_Sciences_Informatiques,10,12,,,9.571,Oui,9.47,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,IPSA,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Moyen,Assez_satisfaisante,Thomas_met_de_la_bonne_volonté_à_faire_le_travail_demandé.
0010800002swawlAAA,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,9.33,9.71,10.17,10,5.14,8.43,11,10.08,,,,,9.179,Mathématiques,Physique-Chimie,Non,7.6,10,6,,,5.7,9,11.4,,,8.245,10,10,10,Numérique_et_Sciences_Informatiques,11,9,,,10.571,Oui,9.223,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Sup'Biotech,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Très_bon,Assez_satisfaisante,
0010800002swbC8AAI,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,8.44,12.5,12.33,9.69,7.56,13.19,8.98,14.46,,,,,10.815,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,4.48,6.89,10.7,,4,7.12,9.38,,,13.22,7.557,8,8,8,Physique-Chimie,11,14.5,,,9.714,Oui,9.182,Complet,Non,Validé,,5,Paris,Paris,Paris,Paris,Sup'Biotech,Paris,Sup'Biotech,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Bon,Assez_satisfaisante,
0010800002swb55AAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,5.6,6.72,7.24,9.71,11.86,9.6,8.46,13,,,,,8.868,Mathématiques,Physique-Chimie,Non,8.5,9.91,10.71,,,8.68,8.43,14.57,,,9.905,9,9,9,Sciences_de_la_vie_et_de_la_Terre,8,12,,,8.429,Oui,9.151,Complet,Non,Validé,,5,Paris,Paris;_Cycle_anglophone,Paris,Paris,EPITA,Paris,EPITA,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Bon,Assez_satisfaisante,
0010800002swaprAAA,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,10.85,9.42,8.38,14.5,9.35,11.2,8.24,13.33,,,,,10.442,Mathématiques,Physique-Chimie,Non,6.9,8.1,12.4,,5.1,6.29,5.8,13.6,,4.15,8.471,6,6,6,Sciences_de_l'ingénieur,9,18,,,7.714,Oui,8.835,Complet,Non,Validé,,5,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,ESME,Paris,ESME,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Bon,Peu_démontrée,"Cet_élève_a_participé,_en_plus_de_son_emploi_du_temps,_à_la_cordée_de_la_réussite_Ensae-Tremplin_en_vue_de_ses_études_supérieures_scientifiques.--Engagement_citoyen_:_cours_d'anglais,_d'informatique_et_de_soutien_scolaire_pour_enfants_et_collégiens_au_sein_de_l'association_CTEF(Centre_Tamoul_d'Enseignement_en_France)."
0010800002swbDCAAY,Mathématiques,Sciences_economiques_et_sociales,Physique-Chimie,11,13,5.64,7,10.08,11.33,11.25,10,,,,,10.007,Mathématiques,Sciences_economiques_et_sociales,Non,9,13,17,,,11,13,14,,,12.591,11,11,11,Physique-Chimie,9,11,,,9.857,Non,8.797,Complet,Non,Validé,,5,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,VisioConférence,VisioConférence,Indifférencié,Peu_démontrée,Peu_démontrée,Non,Peu_démontrée,Très_bon,Peu_démontrée,
0010800002swarsAAA,Mathématiques,"Histoire-Géographie,_Géopolitique_et_Science_politiques","Langues,_littératures_et_cultures_étrangères_et_régionales",4.5,12,13,11.5,10.5,12.5,10.5,13.5,8,13,12,13,11.067,Mathématiques,"Histoire-Géographie,_Géopolitique_et_Science_politiques",Non,10.83,9.09,12.5,,4,6.27,11.5,12.88,,10.75,10.314,11,11,11,"Langues,_littératures_et_cultures_étrangères_et_régionales",12,14.5,,,11.571,Non,8.734,Complet,Non,Validé,,5,Paris;_Lyon,,,Cycle_anglophone,VisioConférence,VisioConférence,Indifférencié,Peu_démontrée,Assez_satisfaisante,Oui,Assez_satisfaisante,Bon,Assez_satisfaisante,
0010800002swapCAAQ,Sciences_de_la_vie_et_de_la_Terre,"Histoire-Géographie,_Géopolitique_et_Science_politiques",Mathématiques,10.74,9.06,5.29,10.6,6,10.2,13.2,12.83,,,,,9.608,Sciences_de_la_vie_et_de_la_Terre,"Histoire-Géographie,_Géopolitique_et_Science_politiques",Oui,9,10,8.82,10.5,,8.3,8.2,10.25,15.83,,9.055,10,10,10,Mathématiques,10,5.5,,,10,Non,7.603,Complet,Non,Validé,,5,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_IPSA,Toulouse,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Assez_satisfaisante,Élève_qui_a_les_moyens_de_bien_réussir_dans_l'enseignement_supérieur_en_poursuivant_ses_efforts._Un_bon_potentiel_de_progrès.
